ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0743240855,Me Times Three: A Novel,Alex Witchel,2003,Touchstone Books
0767907450,The Art of the Handwritten Note: A Guide to Reclaiming Civilized Communication,Margaret Shepherd,2002,Broadway Books
0312272189,Fear and Trembling,Amelie Nothomb,2001,St. Martin's Press
0393049566,Socrates Cafe: A Fresh Taste of Philosophy,Christopher Phillips,2001,W.W. Norton & Company
3518367749,Narziss Und Goldmund,Hermann Hesse,0,Schoenhofsforeign Books Inc
0441662536,Phule's Paradise (Phule's Company),Robert Asprin,1996,Ace Books
0441006582,A Phule and His Money (Phule's Company),Robert L. Asprin,1999,Ace Books
0553271644,Doom of the Darksword (Darksword Trilogy),Margaret Weis,1988,Bantam
0345384385,"The Star Wars Trilogy: Star Wars, the Empire Strikes Back, Return of the Jedi",George Lucas,1997,Del Rey Books
0380780747,Splendid,Julia Quinn,1995,Avon
0060281294,The Rose and the Beast: Fairy Tales Retold,Francesca Lia Block,2000,Harpercollins Juvenile Books
0312978901,Born Evil (Claremont Studies in the Philosophy of Religion),Adrian Havill,2001,St. Martin's True Crime Classics
0893757071,Little Women (Watermill Classic),Louisa May Alcott,1980,Troll Communications
014011369X,"And the Band Played on: Politics, People, and the AIDS Epidemic",Randy Shilts,1995,Penguin Books
0671013963,"Into the Void (Star Trek New Frontier, No 2)",Peter David,1997,Star Trek
0373711425,The Good Daughter  (Deep In The Heart),Jean Brashear,2003,Harlequin
0345321200,Diet for a Small Planet (20th Anniversary Edition),Frances Moore Lappe,1992,Ballantine Books
0345400437,The Shaping of Middle-Earth (The History of Middle-Earth - Volume 4),J. R. R. Tolkien,1995,Del Rey Books
3522119401,Momo.,Michael Ende,1973,Thienemann Verlag
0425195457,White Death (NUMA Files (Paperback)),Clive Cussler,2004,Berkley Publishing Group
3257232861,Alta moda.,Magdalen Nabb,2001,Diogenes Verlag
0297843311,What Not to Wear,Susannah Constantine,0,Weidenfeld Nicolson Illustrated
0446671029,Old Songs in a New Cafe : Selected Essays,Robert James Waller,1995,Warner Books
0747525722,The Tortilla Curtain,Coraghessan T. Boyle,1996,Raincoast Book Dist Ltd
1579549586,South Beach Diet Good Fats/Good Carbs Guide: The Complete and Easy Reference for All Your Favorite Foods,Arthur Agatston,2004,Rodale Books
0312152175,Surfing the Himalayas: A Spiritual Adventure,Frederick Lenz,1997,St. Martin's Press
0525945393,Life on the Other Side : A Psychic's Tour of the Afterlife,Sylvia Browne,2000,Dutton Books
067178546X,Blue Gold : A Novel from the NUMA Files,Clive Cussler,2000,Pocket
0679767924,Independent People: An Epic,Halldor Laxness,1997,Vintage Books USA
0425067815,Double Sin and Other Stories,Agatha Christie,1997,Berkley Publishing Group
0684855127,The BIG BAD CITY (87th Precinct Mysteries (Hardcover)),Ed McBain,1999,Simon & Schuster
0451522737,Sister Carrie,Theodore Dreiser,1994,Signet Classics
3442241774,Der Herr der Augenringe.,Dschey Ar TollkÃ?ÃÂ¼hn,2001,Goldmann
0060007788,Finding Fish: A Memoir,Antwone Q. Fisher,2001,Perennial
0440133688,House of God,Samuel Shem,1981,Dell
0440225108,The Plague Tales,ANN BENSON,1998,Dell
078580871X,The Essential Rumi (Essential (Booksales)),Jalal Al-Din Rumi,1997,Book Sales
1859846793,"The Clash of Fundamentalisms: Crusades, Jihads and Modernity",Tariq Ali,2002,Verso
0345420748,While I Was Gone,Sue Miller,2002,Ballantine Books
0385504470,Lullaby : A Novel,CHUCK PALAHNIUK,2002,Doubleday
0761117199,The Cake Mix Doctor,Anne Byrn,1999,Workman Publishing
0446321540,Sybil,Flora R Schreiber,1982,Warner Books> C/o Little Br
0440210895,Coyote,Linda Barnes,1991,Dell
0446673382,"A Mapmaker's Dream : The Meditations of Fra Mauro, Cartographer to the Court of Venice",James Cowan,1997,Warner Books
0385413726,From Beirut to Jerusalem (Updated with a New Chapter),Thomas L. Friedman,1990,Anchor
0805054383,The Bear Went over the Mountain,William Kotzwinkle,1997,Owl Books (NY)
0375755195,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,2002,Random House Trade
1741140781,Growth Fetish,Clive Hamilton,2003,Allen & Unwin
2070393712,L' Etranger,Albert Camus,2000,Continental Book Co Inc
0515131334,Headhunters,Jules Bass,2001,Jove Books
0821771108,Making over Mike (Regency Contemporary Romance),Lisa Plumley,2001,Zebra Books
0552145807,The Dance of the Voodoo Handbag,Robert Rankin,1998,Bantam Pr Ltd
0399146164,Riptide,Catherine Coulter,2000,Putnam Publishing Group
0399135995,Forgiving,Lavyrle Spencer,1991,Putnam Pub Group
0446360872,The Fifth Profession,David Morrell,1991,Warner Books
0515094978,The Cat Who Had 14 Tales,Lilian Jackson Braun,1991,Jove Books
0684195569,She Walks These Hills (Ballad Series),Sharyn Mccrumb,1994,Scribner
0399147799,Death in Paradise (Jesse Stone Novels (Hardcover)),Robert B. Parker,2001,G. P. Putnam's Sons
0140621539,The Secret Garden (Penguin Popular Classics),Frances Hodgson Burnett,1995,Penguin Books Ltd
0425173895,The Murder of Roger Ackroyd (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000,Berkley Publishing Group
0689711735,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,1987,Aladdin Library
0451210557,No Second Chance,Harlan Coben,2004,Signet Book
0804101515,O-Zone,Paul Theroux,1987,Ivy Books
067946333X,Fury: A Novel,Salman Rushdie,2001,Random House
0380730367,Prayers for Rain (Patrick Kenzie/Angela Gennaro Novels),Dennis Lehane,2000,HarperTorch
0679735666,A Natural History of the Senses,Diane Ackerman,1991,Vintage Books USA
0440201225,Memoirs of an Invisible Man,H.F. Saint,1992,Dell Publishing Company
0805073205,"Oracle Night : A Novel (Auster, Paul)",Paul Auster,2003,Henry Holt and Co.
0670032549,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,Viking Books
0099366517,Black Dahlia,James Ellroy,0,Haynes Publications
0395645662,The Giver (Newbery Medal Book),Lois Lowry,1993,Houghton Mifflin/Walter Lorraine Books
0761107568,The Wish List,Barbara Ann Kipfer,1997,Workman Publishing
006108171X,A Window in Time (Harper Monogram),Carolyn Lampman,1995,Harper Mass Market Paperbacks (Mm)
0192815644,Madame Bovary: Life in a Country Town (World's Classics),Gustave Flaubert,1989,Oxford University Press
0060956496,Layover,Lisa Zeidner,2000,Perennial
0141185104,Of Mice and Men (Penguin Modern Classics),John Steinbeck,2004,Penguin Books Ltd
3404148576,Nordermoor,Arnaldur Indridason,2003,LÃ?ÃÂ¼bbe
1561381489,The Zen Gardening Kit/Book and Japanese Rock Garden,D. Moore,1992,Running Press Book Publishers
0553569473,Rama Revealed (Bantam Spectra Book),Arthur C. Clarke,1995,Bantam
0449210189,Kane and Abel,Jeffrey Archer,1985,Fawcett Books
0446607134,Death of a Gossip (Hamish Macbeth Mysteries (Paperback)),M. C. Beaton,1999,Warner Books
0340786051,One Hundred Ways for a Cat to Train Its Human,Celia Haddon,2002,Hodder & Stoughton
0380703327,Hot Siberian,Gerald A. Browne,1989,Harper Mass Market Paperbacks
038049163X,A Woman of Substance,Barbara Taylor Bradford,1980,Harper Mass Market Paperbacks
0312959974,Watch Me,A. J. Holt,1996,St. Martin's Press
0425096343,Be Buried in the Rain,Barbara Michaels,1990,Berkley Pub Group
0805002448,Six Letter Word for Death (Rinehart Suspense Novel),Patricia Moyes,1985,Henry Holt & Company
0345319958,Dinosaur Planet,Anne McCaffrey,1990,Del Rey Books
0515121487,To the Hilt,Dick Francis,1997,Jove Books
0375703829,Silk,Alessandro Baricco,1998,Vintage Books USA
0439010799,The Tiger in the Well,Philip Pullman,1999,Scholastic Ltd
0553273310,The Tombs of Atuan (Earthsea Trilogy (Paperback)),Ursula K. Le Guin,1984,Bantam
0330488570,Comic Relief: Bridget Jones's Guide to Life,Helen Fielding,2001,Pan Macmillan
0060988096,Adventures in a TV Nation,Michael Moore,1998,Perennial
0671720937,Borders of Infinity,Lois McMaster Bujold,2001,Baen Books
0330400967,Exodus,Julie Bertangna,2003,MacMillan
0399143696,Then Came Heaven,LaVyrle Spencer,1997,Putnam Pub Group
0836212002,The Far Side,Gary Larson,1982,Andrews McMeel Publishing
0452271401,A Philosophical Investigation,Philip Kerr,1994,Plume Books
0743453344,The Killing Kind,John Connolly,2002,Atria Books
0142000159,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Ross King,2001,Penguin Books
185326069X,Turn of the Screw & the Aspern Papers ((Classics Library)),Henry James,1999,NTC/Contemporary Publishing Company
037571894X,A Wild Sheep Chase,Haruki Murakami,2002,Vintage Books USA
0306812274,How to Lose Friends & Alienate People,Toby Young,2003,Da Capo Press
0440102804,The Anodyne Necklace,Martha Grimes,1990,Dell
014013168X,The Buddha of Suburbia,Hanif Kureishi,1991,Penguin Books
0553293389,Foundation's Edge : The Foundation Novels (Foundation Novels (Paperback)),ISAAC ASIMOV,1991,Bantam
158234082X,Kitchen Confidential : Adventures in the Culinary Underbelly,Anthony Bourdain,2000,Bloomsbury USA
0440218039,The Wood Beyond (Dalziel and Pascoe Mysteries (Paperback)),REGINALD HILL,1997,Dell
0316693642,Along Came a Spider,James Patterson,1993,Replica Books
0330369431,Captive State: The Corporate Takeover of Britain,George Monbiot,2001,Pan Books Ltd
1860492592,Alias Grace,Margaret Atwood,0,Virago Press Limited
006109207X,Everything to Gain,Barbara Taylor Bradford,1995,HarperTorch
0345322401,Songs of Distant Earth,Arthur C. Clarke,1991,Del Rey Books
0743212576,The Immaculate Deception,Iain Pears,2000,Scribner
0380707616,Downtown,Ed McBain,1993,Harper Mass Market Paperbacks
0684196395,ONE FOR THE MONEY : A Stephanie Plum Novel,Janet Evanovich,1994,Scribner
0553289721,Mercy,David Lindsey,1991,Bantam Books
0380547341,The Fifth Horseman,Larry Collins,1987,Harper Mass Market Paperbacks (Mm)
0440168899,Ruling Passion,Reginald Hill,1996,Dell Publishing Company
0451206835,Never Tease a Siamese (Leigh Koslow Mysteries),Edie Claire,2002,Signet Book
0312958919,"Death By Rhubarb : When Her Ex-Husband's New Girlfriend Is Served A Deadly Dinner, A Dishy Chef Turns Sleuth To Save Her Restaurant. (A Heaven Lee Culinary Mystery)",Lou Jane Temple,1996,St. Martin's Paperbacks
0146000552,"\ Lamb to the Slaughter and Other Stories (Penguin 60s S.)""",Roald Dahl,1995,Penguin Books Ltd
0446401870,Mucho Mojo,Joe R. Lansdale,1995,Warner Books
0330246631,Vet in harness,James Herriot,1976,Pan Books
0380978202,Mouth to Mouth,Michael Kimball,2000,William Morrow & Company
015601226X,As Meat Loves Salt (Harvest Original),Maria McCann,2003,Harvest Books
0140296131,"A Star Called Henry (Doyle, Roddy, Last Roundup, V. 1.)",Roddy Doyle,2000,Penguin Books
0375713123,The Rotters' Club (Vintage Contemporaries (Paperback)),Jonathan Coe,2003,Vintage Books USA
0553095153,The Cereal Murders: A Culinary Mystery,Diane Mott Davidson,1993,Bantam Dell Pub Group
0743225198,More George W. Bushisms: More of Slate's Accidental Wit and Wisdom of Our 43rd President,Jacob Weisberg,2002,Fireside
0875420281,Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small,Ted Andrews,1993,Llewellyn Publications
0684853787,Bobos In Paradise: The New Upper Class and How They Got There,David Brooks,2001,Simon & Schuster
0060973722,Men at Work : The Craft of Baseball,George F. Will,1991,Perennial
0375420924,Red Water : A novel,JUDITH FREEMAN,2002,Pantheon
3250600555,Monsieur Ibrahim und die Blumen des Koran. ErzÃ?ÃÂ¤hlung.,Eric-Emmanuel Schmitt,2002,Ammann
0425186431,Tart Noir,Stella Duffy,2002,Berkley Publishing Group
3446202692,"Eine Frau, Eine Wohnung, Ein Roman",Wilhelm Genazino,2003,Hanser Gardner Publications
8806118293,La Casa in Collina,Cesare Pavess,0,Einaudi
8845247007,Il Diavolo E La Signorina Prym,Paulo Coelho,0,Fabbri - RCS Libri
0152017178,Mary Poppins (Odyssey Classics),P. L. Travers,1997,Odyssey Classics
3518100017,"Edition Suhrkamp, Nr.1, Leben des Galilei",Bertolt Brecht,2002,Suhrkamp
3446203605,Die LÃ?ÃÂ¼gen der Frauen,Ljudmila Ulitzkaja,2003,Hanser
3596102871,Die Feuer von Troia. Roman.,Marion Zimmer Bradley,1990,"Fischer (Tb.), Frankfurt"
0448095076,The Clue in the Diary (Nancy Drew Mystery Stories Number 7),Carolyn Keene,1932,Imagination Studio
077109860X,The Tin Flute (New Canadian Library),Gabrielle Roy,1995,New Canadian Library
0226500624,Young Men & Fire,Norman Maclean,1993,University of Chicago Press
0440240859,Cloud of Sparrows,TAKASHI MATSUOKA,2003,Dell
3442432626,"Flieh, wenn du kannst.",Joy Fielding,1997,Goldmann
3499150611,Einer flog Ã?ÃÂ¼ber das Kuckucksnest.,Ken Kesey,1982,Rowohlt Tb.
0062506838,The Enneagram: Understanding Yourself and the Others In Your Life,Helen Palmer,1991,HarperSanFrancisco
3608935436,Die Wiederkehr Des Konigs III,J. R. R. Tolkien,2001,Distribooks Intl
3608935428,Die Zwei Turme II,J. R. R. Tolkien,2001,Distribooks
360893541X,Die Gefahrten I,J. R. R. Tolkien,2001,Distribooks
3426612704,High Fidelity. (Dt. Ausgabe),Nick Hornby,1999,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co."
0425151379,Irish Chain (Benni Harper Mysteries (Paperback)),Earlene Fowler,1996,Berkley Publishing Group
0786866039,The Grand Complication: A Novel,Allen Kurzweil,2001,Hyperion
0440226732,Downriver,WILL HOBBS,1995,Laurel Leaf
0140707077,Othello (New Penguin Shakespeare),William Shakespeare,1981,Penguin Books
0618150730,The Perilous Gard,Elizabeth Marie Pope,2001,Houghton Mifflin
0618260285,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2002,Houghton Mifflin Company
0590476769,The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Schieszka,1992,Scholastic Inc
0812505158,The War of the Worlds,H. G. Wells,1993,Tor Books
3257232608,Nobilta. Commissario Brunettis siebter Fall.,Donna Leon,2001,Diogenes Verlag
881786983X,La Rabbia E L'Orgoglio,Oriana Fallaci,2002,Distribooks
0670857831,Lady of Avalon,Marion Zimmer Bradley,1997,Viking Books
0316734357,The A-List,Zoey Dean,2003,"Little, Brown"
0671529595,The RUNAWAY: FEAR STREET #41,R.L. Stine,1997,Simon Pulse
1572971142,X-Men Mutant Empire : Book 1 - Siege,Christopher Golden,1996,Berkley Publishing Group
0671798324,The DRAGONSLAYERS,Bruce Coville,1994,Aladdin
0345368975,Pegasus in Flight,Anne McCaffrey,1991,Del Rey Books
0142300985,"Shattered (Sevens, Week 1)",Scott Wallens,2002,Puffin Books
0671318500,Against the Odds,Elizabeth Moon,2001,Baen
0345459199,Dave Barry Hits Below the Beltway,Dave Barry,2003,Ballantine Books
0812531019,Race Against Time,Piers Anthony,1985,Tor Books
0671020943,Thrill,Jackie Collins,1998,Pocket Books
1853260290,Scarlet Letter (Wordsworth Classics),Nathaniel Hawthorne,1997,NTC/Contemporary Publishing Company
0786861592,Myst: The Book of Atrus,Robyn Miller,1995,Hyperion Books
0590432036,The Lifeguard,Richie Tankersley Cusick,1989,Scholastic Paperbacks (Mm)
0451175816,Dracula,Bram Stoker,1992,New Amer Library Classics
0816710384,The Whipping Boy,Sid Fleischman,1987,Troll Communications
0806518871,21st Century Wicca: A Young Witch's Guide to Living the Magical Life (Citadel Library of the Mystic Arts),Jennifer Hunter,1997,Citadel Press
0671878670,DID YOU SAY CHICKS,Esther Friesner,1998,Baen
0142000108,The Chelsea Girl Murders (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,2001,Penguin Books
0140245162,Nice Girls Finish Last (Viking Mystery Suspense),Sparkle Hayter,1997,Penguin Books
0226469409,The Iliad of Homer,Homer,1961,University of Chicago Press
3471772707,Artemis Fowl. Der Geheimcode. Dritter Band der Artemis-Fowl-Trilogie,Eoin Colfer,2003,List
1853267481,Best of Sherlock Holmes,A. C. Doyle,1999,Lb May & Assoc Inc
3442415578,Total verhext. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,1994,Goldmann
0451191307,The Portrait of a Lady,Henry James,1996,Signet Book
0441008364,The Glass Harmonica,Louise Marley,2001,Ace Books
0312254997,The Ground Beneath Her Feet : A Novel,Salman Rushdie,2000,Picador
3423116684,Der Meister und Margarita.,Michail Bulgakow,1978,Dtv
0898159954,FAT!SO? : Because You Don't Have to Apologize for Your Size,Marilyn Wann,1999,Ten Speed Press
0140430172,Oliver Twist (Penguin Classics),Charles Dickens,1985,Penguin Books
0446352764,Double Whammy,Carl Hiaasen,1989,Warner Books
1579546536,"Wait,  Wait...Don't Tell Me! : The Oddly Informative News Quiz",Roy Blount Jr.,2002,Rodale Books
0413531309,Growing Pains of Adrian Mole,Sue Townsend,0,Methuen Publishing Ltd
0394810112,Charlie and the Chocolate Factory,Roald Dahl,1964,Alfred A. Knopf
0373218486,Going Home: Unfinished Business/ Island of Flowers/ Mind Over Matter,Nora Roberts,2002,Silhouette
1572241934,"Don't Let Your Mind Stunt Your Growth: Stories, Fables, and Techniques That Will Set Your Mind Free","Bryan, E., Ph.D. Robinson",2000,New Harbinger Publications
0440221870,The Master Sniper,Stephen Hunter,1996,Dell
0834802759,Zen for Cats: Teachings of the Zen Cat Masters,Alfred Birnbaum,1993,Weatherhill Inc.
0679750185,The Cement Garden (Vintage International),IAN MCEWAN,1994,Anchor
0140620435,The Tenant of Wildfell Hall (Penguin Popular Classics),Anne Bronte,1994,Penguin Books Ltd
034531977X,Tarzan of the Apes: Tarzan No. 1 (Tarzan),Edgar Rice Burroughs,1993,Ballantine Books
0434009407,Hannibal,Thomas Harris,0,William Heinemann Ltd(england
1855856905,Lillian Too's Easy-to-Use Feng Shui: 168 Ways to Success,Lillian Too,1999,Sterling Publishing
0751519782,Time for Bed,David Baddiel,1997,Time Warner Paperbacks
0743219589,A Mind to Murder,P.D. James,2001,Touchstone
0141182539,Lolita,Vladimir Nabokov,0,Penguin Putnam~trade
0805064699,Time Management from the Inside Out: The Foolproof System for Taking Control of Your Schedule and Your Life,Julie Morgenstern,2000,Owl Books
0048230871,"The Lord of the rings,",J. R. R Tolkien,1968,Allen and Unwin
0446611344,"The Lady of the Sorrows : The Bitterbynde Book II (The Bitterbynde, Book 2)",Cecilia Dart-Thornton,2003,Aspect
044900323X,Day of Atonement (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1998,Fawcett Books
061815082X,"The Hobbit (Young Adult edition, Sis cover)",J. R. R. Tolkien,2001,Houghton Mifflin Company
044021226X,Cold Case (Carlotta Carlyle Mysteries (Paperback)),Linda Barnes,1998,Dell Publishing Company
0345460685,Silent Partner,Jonathan Kellerman,2003,Ballantine Books
0440103304,"The Adventurers (Australians, Vol 5)",William Stuart Long,1983,Dell Publishing Company
0449911357,Fried Green Tomatoes at the Whistle Stop Cafe (Ballantine Reader's Circle),Fannie Flagg,1997,Ballantine Books
0451628268,Paradise Lost and Other Poems,John Milton,1996,Signet Book
068486424X,"YESTERDAY, I CRIED : Celebrating the Lessons of Living and Loving",Iyanla Vanzant,1999,Simon & Schuster
0743219554,An Unsuitable Job for a Woman,P.D. James,2001,Touchstone
080661711X,Friendship Factor: How to Get Closer to the People You Care for,Alan L. McGinnis,1979,Augsburg Fortress Publishers
0060264306,Little House in the Big Woods (Little House),Laura Ingalls Wilder,1953,HarperCollins
037371095X,together by christmas,C.J. Carmichael,2002,Harlequin
0767913795,Who's Looking Out for You?,BILL O'REILLY,2003,Broadway
1400033543,You Shall Know Our Velocity,DAVE EGGERS,2003,Vintage
0066210852,"The Blue Bear: A True Story of Friendship, Tragedy, and Survival in the Alaskan Wilderness",Lynn Schooler,2002,Ecco
8466303022,MÃÂ¡s PlatÃÂ³n y menos Prozac,Lou Marinoff,2001,Punto de Lectura
0553380966,The Diamond Age (Bantam Spectra Book),Neal Stephenson,2000,Bantam
0812571983,Deep As the Marrow (Deep as the Marrow),F. Paul Wilson,1998,Tor Books
0812575911,Elixir,Gary Braver,2001,Tor Books
0451173376,Such Devoted Sisters,Eileen Goudge,1994,Signet Book
0553299352,Bring Me the Head of Prince Charming,Roger Zelazny,1992,Spectra Books
0679447156,Eight Weeks to Optimum Health: A Proven Program for Taking Full Advantage of Your Body's Natural Healing Power (Proven Program for Taking Full Advantage of Your Body's Natural Healing Power),Andrew Weil,1997,Alfred A. Knopf
0385014856,Guests of the Sheik: An Ethnography of an Iraqi Village,Elizabeth Warnock Fernea,1969,Anchor
0451518144,Little Women,Louisa May Alcott,1983,Signet Book
0345376714,The Autobiography of Malcolm X,Malcolm X,1992,Ballantine Books
0812505085,Treasure Island,Robert Louis Stevenson,1989,Tor Books
1857230302,State of the Art,Ian Banks,0,Firebird Distributing
0553275720,Fantastic Voyage,Isaac Asimov,1988,Bantam
0060165529,Maybe the Moon: A Novel,Armistead Maupin,1992,Harpercollins
0375705619,"French Lessons: Adventures with Knife, Fork, and Corkscrew",Peter Mayle,2002,Vintage Books USA
0451180216,Interest of Justice,Nancy Taylor Rosenberg,1994,Signet Book
0060922249,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,1994,Perennial
1853260703,The Case-Book of Sherlock Holmes (Wordsworth Collection),Sir Arthur Conan Doyle,1998,NTC/Contemporary Publishing Company
0875421318,"Earth, Air, Fire, and Water: More Techniques of Natural Magic (Llewellyn's Practical Magick Series)",Scott Cunningham,1991,Llewellyn Publications
0061054909,Love in Vein,Poppy Z. Brite,1995,Eos
344272628X,Der unglÃÂ¼ckliche MÃÂ¶rder.,Hakan Nesser,2001,btb
0440402832,The Door in the Wall (Yearling Newbery),Marguerite De Angeli,1990,Yearling Books
0141303778,"The Original Adventures of Hank the Cowdog (Hank the Cowdog, 1)",John R. Erickson,1998,Puffin Books
3518381768,Das Geisterhaus. Roman.,Isabel Allende,1989,Suhrkamp
3257232551,Picknick auf dem Eis.,Andrej Kurkow,2000,Diogenes Verlag
0517799693,"The Man in the Ice: The Discovery of a 5,000-Year-Old Body Reveals the Secrets of the Stone Age",Konrad Spindler,1995,Harmony Books
3442435773,Denn keiner ist ohne Schuld.,Elizabeth George,1996,Goldmann
067172147X,Path of the Fury,David Weber,1992,Baen
0886773687,Armor,John Steakley,1990,Daw Books
0812522397,Children of the Mind (Ender Wiggins Saga (Paperback)),Orson Scott Card,1997,Tor Books
3442092981,Felidae. Roman.,Akif Pirincci,1989,Goldmann
3426619113,Ein Ort fÃ?ÃÂ¼r die Ewigkeit.,Val McDermid,2001,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co."
0440155509,Memory of Eva Ryker,Donald A. Stanwood,1979,Dell Publishing
0671692674,Dirk Gently's Holistic Detective Agency,Douglas Adams,1989,Pocket
0451171926,Atlas Shrugged,Ayn Rand,1992,New Amer Library
0553271067,Passages: Predictable Crises of Adult Life,GAIL SHEEHY,1984,Bantam
0684826801,Survival In Auschwitz,Primo Levi,1995,Touchstone
0743453476,Whispers at Midnight,Karen Robards,2003,Pocket Star
0425197115,Shower of Stars (Berkley Sensation),Nancy Herkness,2004,Berkley Publishing Group
1551669633,Cause For Alarm,Erica Spindler,2002,Mira
0758203381,The Secret Life of Bryan,Lori Foster,2004,BRAVA
0802115640,Lizard,Banana Yoshimoto,1995,Pub Group West
0743405951,Sweet Success,Susan Mallery,2001,Pocket
0060002069,The Lady Chosen,Stephanie Laurens,2003,Avon Books
0380820064,And Then He Kissed Me (Avon Romance),Patti Berg,2003,Avon
0312989970,The Midnight Hour (A Madaris Family Novel),Brenda Jackson,2004,St. Martin's Paperbacks
355174131X,"Neon Genesis Evangelion, Bd.1, Angriff der Engel",Yoshiyuki Sadamoto,1999,Carlsen
3404921003,Das Paradies der kleinen SÃ?ÃÂ¼nder. Commissario Montalbano kommt ins Stolpern.,Andrea Camilleri,2002,LÃ?ÃÂ¼bbe
3442448867,Raumschiff Titanic.,Douglas Adams,2001,Goldmann
3423703954,Pu Der Bar,A. A. Milne,1999,Deutscher Taschenbuch Verlag
3442416256,Fliegende Fetzen. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,1999,Goldmann
3453072057,Vaterland.,Robert Harris,1994,Heyne
0758200862,Never Too Much,Lori Foster,2002,BRAVA
3499227002,Das Magazin.,Hellmuth Karasek,2000,Rowohlt Tb.
0380802600,The Proposition,Judith Ivory,1999,Avon
0060185074,The Vendetta Defense,Lisa Scottoline,2001,HarperCollins Publishers
0345463390,"Unsung Hero, The",SUZANNE BROCKMANN,2003,Ivy Books
3257215444,"Happy Birthday, TÃ?ÃÂ¼rke. Ein Kayankaya- Roman.",Jakob Arjouni,1987,Diogenes Verlag
044661114X,Lone Rider,Lauren Bach,2001,Warner Books
0373093276,Almost Forever,Linda Howard,1986,Silhouette
0373765037,A Bachelor and a Baby  (The Mom Squad),Marie Ferrarella,2003,Harlequin
0671788124,Reunion,Jenny Carroll,2001,Simon Pulse
087923556X,The Superior Person's Book of Words,Peter Bowler,1985,David R. Godine Publisher
0451410904,Blushing Pink,Jill Winters,2003,Onyx Books
0553568027,"Wedge's Gamble (Star Wars: X-Wing Series, Book 2)",Michael A. Stackpole,1998,Bantam
0553298062,Star Wars: Showdown at Centerpoint (Star Wars: The Corellian Trilogy (Paperback)),Roger MacBride Allen,1998,Bantam
0140278826,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books Ltd
0452282977,Miss Garnet's Angel,Salley Vickers,2002,Plume Books
0064408620,I Was a Teenage Fairy (Ageless Books),Francesca Lia Block,2000,HarperCollins
0590554115,Briar's Book (Circle of Magic #4),Tamora Pierce,2000,Scholastic
0440226007,One Night for Love,Mary Balogh,1999,Dell Publishing Company
0689835906,Beast,Donna Jo Napoli,2002,Simon Pulse
0060092130,Dance of Seduction (Avon Romantic Treasures),Sabrina Jeffries,2003,Avon
0440207665,Eva,PETER DICKINSON,1990,Laurel Leaf
0590554085,Sandry's Book (Circle of Magic),Tamora Pierce,1999,Scholastic
0758203594,Wilde Thing,Janelle Denison,2003,BRAVA
0380732289,The China Garden,Liz Berry,1999,HarperTempest
031298460X,Complete Abandon,Cheryl Holt,2003,St. Martin's Paperbacks
0060938099,Enemy Women : A Novel,Paulette Jiles,2003,Perennial
0449002071,Nightingale's Gate,Linda Francis Lee,2001,Ivy Books
0380819376,My One and Only (Avon Light Contemporary Romances),MacKenzie Taylor,2002,Avon
0446611735,When She's Bad,Leanne Banks,2003,Warner Forever
0451196767,Miss Timothy Perseveres (Signet Regency Romance),Emily Hendrickson,1999,Signet Book
0373790635,"Guilty Pleasures (Harlequin Blaze, No 59)",Cathy Yardley,2002,Harlequin
0758205589,Did You Get the Vibe?,Kelly James-Enger,2003,STRAPLESS
067100039X,To Marry a British Lord,Judith O'Brien,1997,Pocket
0449006832,Kiss and Tell,CHERRY ADAIR,2000,Ivy Books
1565124057,The Last Girls,Lee Smith,2003,Algonquin Books of Chapel Hill
0060974788,"If You Can't Live Without Me, Why Aren't You Dead Yet?!",Cynthia Heimel,1992,Perennial
345309221X,Die Zauberin von Ruwenda.,Marion Zimmer Bradley,1995,Heyne
2226061185,Le jour des fourmis: Roman,Bernard Werber,1992,A. Michel
0553382349,The Cinderella Rules,DONNA KAUFFMAN,2003,Bantam
0373056249,"Outlaw (Silhouette Desire, No 624)",Elizabeth Lowell,1991,Silhouette
8433920421,La Conjura de Los Necios,John Kennedy Toole,1994,Anagrama
0373790198,"You Sexy Thing! (Blaze, 15)",Tori Carrington,2001,Harlequin
0805047182,Frugal Indulgents: How to Cultivate Decadence When Your Age and Salary Are Under 30,Kera Bolonik,1997,Owl Books (NY)
0373765096,Cherokee Baby,Sheri Whitefeather,2003,Silhouette
