ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0752843397,A Breath of Fresh Air,Erica James,2002,"Orion Publishing Group, Ltd."
0312970633,Murder With Peacocks (A Meg Lanslow Mystery),Donna Andrews,2000,St. Martin's Minotaur
0553246461,Little Drummer Girl,John Le Carre,1984,Bantam Books
0373291221,"Jake'S Angel (Historical, 522)",Lee Foster,2000,Harlequin
0373032900,"Dating Games : A Novel (Harlequin Romance, 3290)",Leigh Michaels,1993,Harlequin
0812564944,Servant of the Dragon (Lord of the Isles),David Drake,2000,Tor Fantasy
0425149579,Fighter Wing: A Guided Tour of an Air Force Combat Wing,Tom Clancy,1997,Berkley Publishing Group
3442430534,Interview Mit Einem Vampir,Anne Rice,1994,Distribooks Inc
0446526762,I'd Rather Laugh : How to Be Happy Even When Life Has Other Plans for You,Linda Richman,2001,Warner Books
0836236394,A Little Book Of Puppies (Tiny Tomes (Mini)),Susan Thomsen,1997,Andrews McMeel Publishing
1559580968,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David Chilton,1991,Prima Lifestyles
3453088905,Der weiÃ?Ã?e Seidenschal. Ein Thomas- Pitt- Krimi aus dem viktorianischen England.,Anne Perry,1995,Heyne
0486408833,The Illiad (Dover Thrift Editions),Homer,2000,Dover Publications
0439217504,Scooby-Doo and You: The Case of the Glowing Alien (Scooby-Doo and You),James Gelsey,2000,Scholastic
0373098537,"Point Of Departure (Women Of Glory That Special Woman) (Silhouette Special Edition, No 853)",Lindsay McKenna,1993,Silhouette
006104234X,Variation on a Theme,Barbara Delinsky,1994,HarperTorch
0590428330,Catwings (Catwings (Paperback)),Ursula K. Le Guin,1990,Scholastic
0553452991,The Firm,John Grisham,1991,Random House Audio
0152013059,SOS Titanic,Eve Bunting,1996,Harcourt Paperbacks
0451141490,Smart Women Foolish Choices,Connell Cowan,0,Penguin Putnam~mass
0821718436,Night Stone,Rick Hautala,1986,Zebra/pinnacle Books
0060269456,Mr. Rabbit and the Lovely Present,Charlotte Zolotow,1962,HarperCollins
0380781220,Three Weddings & a Kiss,Kathleen E. Woodiwiss,1995,Avon
037311396X,"Rising Passion (Harlequin Presents, No 1396)",Mark Stevens,1991,Harlequin
0553268082,Love Medicine,Louise Erdrich,1987,Bantam Books
0373166788,"Bachelor Daddy (Harlequin American Romance, No. 678)",Linda Cajio,1997,Harlequin
0916547043,America in Prophecy,Ellen Gould Harmon White,1998,"Inspiration Books East, Inc."
0373031572,"Pulse Points (Harlequin Romance, No 3157)",Heather Allison,1991,Harlequin
0679446230,Things Fall Apart (Everyman's Library),CHINUA ACHEBE,1995,Everyman's Library
0553575058,Zero at the Bone,Mary Willis Walker,1997,Bantam Books
0892966432,Death of a Dentist,M. C. Beaton,1997,Warner Books Inc
0375401075,Michael Crichton's Jurassic World,Michael Crichton,1997,Alfred A. Knopf
0375756442,Wuthering Heights (Modern Library Paperback Classics),Emily Bronte,2000,Modern Library
0805045716,Yoga Journal's Yoga Basics: The Essential Beginner's Guide to Yoga for a Lifetime of Health and Fitness,Mara Carrico,1997,Owl Books (NY)
1860463665,Silk,Alessandro Baricco,1998,Havill Pr
0743223225,"Eat, Drink, and Be Healthy: The Harvard Medical School Guide to Healthy Eating",Walter C. Willett,2002,Free Press
0425168697,Starting Out in the Evening,Brian Morton,1999,Berkley Publishing Group
0812502574,Serpent's Silver (Kelvin),Piers Anthony,1989,Tor Books
0192833812,Anna Karenina (Oxford World's Classics),Leo Tolstoy,1998,Oxford University Press
0004701674,Collins Gem Sas Survival Guide (Collins Gem),John Wiseman,1996,Harpercollins
0860682838,Union Street (Virago Modern Classics),Barker,1987,Trafalgar Square
0385498837,The Water in Between,KEVIN PATTERSON,2000,Nan A. Talese
0380782456,Final Notice: A Miss Zukas Mystery  Bk  3 (Miss Zukas Mysteries),Jo Dereske,1998,Avon
157566707X,Blueberry Muffin Murder: A Hannah Swensen Mystery (Hannah Swensen Mysteries (Hardcover)),Joanne Fluke,2002,Kensington Publishing Corporation
0393019578,Love Sick: One Woman's Journey through Sexual Addiction,Sue William Silverman,2001,W.W. Norton & Company
0740729314,Dilbert Collection For Books Are Fun,Scott Adams,2002,Andrews McMeel Publishing
0743437322,The Lost City of Faar (Pendragon Series #2),D.J. MacHale,2003,Aladdin Library
0142003131,Astonish Yourself!: 101 Experiments in the Philosophy of Everyday Life,Roger-Pol Droit,2003,Penguin Books
0441670253,Sword of Aldones,Marion Zimmer Bradley,1984,Ace Books
0735611319,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,2000,Microsoft Press
0373168454,"Wild Thing (Harlequin American Romance, No. 845)",Anne Stuart,2000,Harlequin
0156870118,Surprised by Joy: The Shape of My Early Life,C. S. Lewis,1966,Harvest Books
0446400394,Trophies and Dead Things,Marcia Muller,1991,Warner Books
0684174871,Ethan Frome,Edith Wharton,1982,Scribner Book Company
8495273829,HD: Holland Design--New Graphics,Not Applicable (Na ),2003,Actar
0375402632,Reservation Road,John Burnham Schwartz,1998,Random House Inc
0786915889,The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy),R. A. Salvatore,2000,Wizards of the Coast
078691811X,The Icewind Dale Trilogy Collector's Edition (A Forgotten Realms(r) Omnibus),R. A. Salvatore,2001,Wizards of the Coast
0312961251,Sleeping Tiger,Rosamunde Pilcher,1996,St. Martin's Press
0679419810,Strip Tease,Carl Hiaasen,1993,Random House Inc
0452269563,Andersonville,MacKinlay Kantor,1993,Plume Books
0446400947,Humans,Donald E. Westlake,1993,Warner Books
0060931078,The Wilder Sisters,Jo-Ann Mapson,2000,Perennial
0684809303,TELECOSM: How Infinite Bandwidth will Revolutionize Our World,George Gilder,2000,Free Press
0679445226,The Soul's Code: In Search of Character and Calling,James Hillman,1996,Random House Inc
2070299732,Nouvelles Orientales,Marguerite Yourcenar,1970,Schoenhofs Foreign Books
2253002941,Les Petits Enfants Du Siecle,C. Rochefort,2001,Distribooks Inc
2266045938,La riviÃ?ÃÂ¨re EspÃ?ÃÂ©rance. 1,Christian Signol,1992,Presses Pocket
0060264608,The Long Winter,Laura Ingalls Wilder,1953,HarperCollins
0425130282,A Pocket Full of Rye (Miss Marple Mysteries (Paperback)),Agatha Christie,1996,Berkley Publishing Group
0452272599,M Butterfly,David Henry Hwang,1994,Plume Books
0345406230,"School of Fire (Starfist, No 2)",David Sherman,1998,Del Rey Books
0789423936,Decorating Hints & Tips: More Than 2000 Practical Solutions to Help You Improve Your Home,Julian Cassell,1998,Dorling Kindersley Publishing
0898796830,The Writer's Digest Sourcebook for Building Believable Characters,Marc McCutcheon,1996,F & W Pubns
0380803305,Never Love a Cowboy,Lorraine Heath,2000,Avon
0425192768,The Dare (Berkley Sensation),Elda Minger,2003,Berkley Publishing Group
067946316X,Making a Literary Life: Advice for Writers and Other Dreamers,Carolyn See,2002,Random House
1551665484,Inseparable,Ann Major,1999,Mira
0373709862,"Back In Kansas (Harlequin Superromance, No 986)",Debra Salonen,2001,Harlequin
0761121102,The Jumbo Duct Tape Book,Jim Berg,2000,Workman Publishing
080755457X,"The Mystery in the Mall (Boxcar Children Mysteries, 72)",Gertrude Chandler Warner,1999,Albert Whitman & Company
0679886893,"Six Sticks (Step into Reading, Early, paper)",Molly Coxe,1999,Random House Children's Books
044022389X,The Sound of Snow,Katherine Kingsley,1999,Dell Publishing Company
067172858X,The Touch of Fire,Linda Howard,1992,Pocket
0373224907,Never Let Her Go,Jim Wilson,1998,Harlequin
0399138137,True Women,Janice Woods Windle,1994,Putnam Pub Group
0804119759,Devil Takes a Bride,GAELEN FOLEY,2004,Ivy Books
0505525364,The Babe Magnet,Robin Wells,2004,Love Spell
0671023691,Not So Innocent (Sonnet Books),Laura Lee Guhrke,2002,Pocket Books
0380786443,Beast,Judith Ivory,1997,Avon
0843944382,High Energy,Dara Joy,1998,Leisure Books
0446404284,Virgin in the Ice (Brother Cadfael Mysteries),Ellis Peters,1995,Warner Books
055358393X,River of Eden,Glenna McReynolds,2002,Bantam Books
006105710X,Fortress of Eagles,C. J. Cherryh,1999,Eos
0743216342,Hollywood Wives : The New Generation,Jackie Collins,2001,Simon & Schuster
0515133655,Tempting,Hope Tarr,2002,Jove Books
0380778327,The Outlaw,Nicole Jordan,1996,Harper Mass Market Paperbacks (Mm)
0373833474,"Lone Star Baby  (Heart Of Texas) (Harlequin Promo , No 6)",Debbie Macomber,1998,Harlequin
038081076X,All the Time in the World,Liz Nickles,1999,HarperEntertainment
1551662922,Champagne Girl,Diana Palmer,1997,Mira
1575667916,Second Chances,Marlene Fanta Shyer,2001,Kensington Publishing Corporation
0373483716,"Morgan's Mercenaries, Heart of the Jaguar",Lindsay McKenna,1998,Silhouette
0425146197,Irish Chain,Earlene Fowler,1995,Berkley Pub Group
0373226373,"Night And Day (Harlequin Intrigue, No. 637)",Anne Stuart,2001,Harlequin
0843944765,Spirit's Song,Madeline Baker,1999,Leisure Books
0425190722,Heart Thief (Berkley Sensation Showcase),Robin D. Owens,2003,Berkley Publishing Group
0373708777,"Man Who Loved Christmas (America'S Bravest) (Harlequin Superromance, No. 877)",Kathryn Shay,1999,Harlequin
0380795833,Upon a Wicked Time (An Avon Romantic Treasure),Karen Ranney,1998,Avon
0553585894,The Seducer (Get Connected Romances),MADELINE HUNTER,2003,Bantam
0440209293,The Black Rose,Christina Skye,1996,Dell Publishing Company
0380786419,The Love Charm,Pamela Morsi,1996,Avon Books
0373763689,"Cowboy'S Secret Child (Silhouette Desire, No 1368)",Sara Orwig,2001,Silhouette
0373244177,"Last Mercenary (Soldiers Of Fortune) (Special Edition, 1417)",Diana Palmer,2001,Silhouette
0373271204,"Everything But A Husband (Silhouette Intimate Moments, No 1050)",Karen Templeton,2000,Silhouette
0446602566,With Hope,Dorothy Garlock,1998,Warner Books
0451198352,The Misfit Marquess (Signet Regency Romance),Teresa Desjardien,1999,Signet Book
0451405021,Again,Katheleen Gilles Seidel,1994,New Amer Library (Mm)
0821773763,A Scandalous Marriage (Zebra Regency Romance),Debbie Raleigh,2003,Zebra Books
0505525356,Wild About You,Robin Wells,2003,Love Spell
0060527048,To Marry the Duke,Julianne MacLean,2003,Avon
0373711301,A Husband Of Her Own,Brenda Novak,2003,Harlequin
0373245327,Showdown!  (Seven Devils),Laurie Paige,2003,Harlequin
0821771213,To Die for,Melanie George,2002,Zebra Books
0525946497,Bubbles in Trouble,Sarah Strohmeyer,2002,Dutton Adult
0373119739,"Marriage On The Rebound (Presents , No 1973)",Michelle Reid,1998,Harlequin
0425126455,Hammerheads,Dale Brown,1995,Berkley Publishing Group
0671704648,Cyclops (Clive Cussler),Clive Cussler,1989,Pocket
0380807351,Wife for a Day (Avon Light Contemporary Romances),Patti Berg,1999,Avon
067100400X,Courting Susannah,Linda Lael Miller,2000,Pocket
0060975598,"Dreyfus Affair : Love Story, A",Peter Lefcourt,1993,Perennial
0553285319,The Further Adventures of the Joker,Martin H. Greenberg,1990,Bantam Books
0671463969,Hamlet,William Shakespeare,1990,Pocket Books (Mm)
0345308360,Exiles of the Rynth,Carole Douglas,1984,Del Rey Books
0451166833,Anthem,Ayn Rand,1989,Signet Book
0312982623,Deadly Affairs (A Francesca Cahill Romance),Brenda Joyce,2002,St. Martin's Paperbacks
0380800608,Chasing Rainbow (Avon Light Contemporary Romances),Sue Civil-Brown,1999,Avon
0380724073,Sleeping Lady : An Alex Jensen Mystery (Alex Jensen Alaska Mysteries (Paperback)),Sue Henry,1997,Avon
1551667525,Confessions,JoAnn Ross,2003,Mira Books
0812540018,Dead Simple,Jon Land,1999,Tor Books (Mm)
0373271875,"Brand - New Heartache (The Oklahoma All-Girl Brands) (Silhouette Intimate Moments, No. 1117)",Maggie Shayne,2001,Silhouette
0061041742,Within Reach,Barbara Delinsky,1992,HarperTorch
006097169X,You Must Remember This,Joyce Carol Oates,1988,HarperCollins
034531980X,Sentenced to Prism,Alan Dean Foster,1991,Del Rey Books
0671880454,"Blaze of Glory (Star Trek The Next Generation, No 34)",Simon Hawke,1995,Pocket
0505524651,The Seeker,Kathleen Nance,2002,Love Spell
0425071804,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,1984,Berkley Publishing Group
0451410297,Road to Perdition,Max Allan Collins,2002,Onyx Books
0451408691,Shadow Lover,Anne Stuart,1999,Onyx Books
0373201915,Believe (By Request 3'S) (By Request 3's),Sharon Sala,2001,Silhouette
0373075898,"Defender (American Hero) (Silhouette Intimate Moments, No 589)",Kathleen Eagle,1994,Silhouette
0394711262,Nisa: The Life and Words of a !Kung Woman,Majorie Shostak,1982,Vintage Books USA
0195007778,A Sand County Almanac and Sketches Here and There: With Other Essays on Conservation from Round River (Galaxy Books),Aldo Leopold,2000,Oxford University Press
0425074986,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,1984,Penguin Putnam~mass
0451183193,The Vampire Viscount (Signet Regency Romance),Karen Harbaugh,1995,Signet Book
038531986X,Body and Soul,FRANK CONROY,1998,Delta
0060950617,What to Read: The Essential Guide for Reading Group Members and Other Book Lovers,"Mickey, Ph.D. Pearlman",1994,Harpercollins
0425157229,The Xibalba Murders: An Archeological Mystery (Archaeological Mysteries),Lyn Hamilton,1997,Berkley Publishing Group
0590494236,"The Unknown (Animorphs, Book 14)",K. A. Applegate,1998,Scholastic
0590762583,"The Extreme (Animorphs , No 25)",K.A. Applegate,1999,Scholastic
0553295500,Line of Duty,Michael Grant,1992,Bantam Books
0515124435,Every Breath She Takes,Suzanne Forster,1999,Jove Books
0618001905,King Leopold's Ghost,Adam Hochschild,1999,Mariner Books
0743442849,Addicted : A Novel,Zane,2001,Atria
0449224406,Quick Red Fox,John D. MacDonald,1995,Fawcett Books
0553282549,Synners (Spectra Special Editions),Pat Cadigan,1991,Spectra Books
075966661X,Exit Unicorns,Cindy Brandner,2001,Lightning Source
0553577301,Death of a Garden Pest (Gardening Mysteries (Paperback)),Ann Ripley,1997,Bantam Books
0195202198,The Classic Fairy Tales,Iona Archivald Opie,1980,Oxford University Press
059004513X,Where the Wild Things Are,Maurice Sendak,0,Scholastic Inc
0064440907,"In a Dark, Dark Room and Other Scary Stories",Alvin Schwartz,1985,HarperTrophy
0060256710,The Missing Piece (Ursula Nordstrom Book),Shel Silverstein,1976,HarperCollins
086531599X,A Concise History of the Middle East (2nd Edition),Arthur Goldschmidt Jr.,1983,American University in Cairo Press
0140041141,"This Way for the Gas, Ladies and Gentlemen",Tadeusz Browski,1980,Penguin Books Ltd
0425163822,Silver and Guilt (Emma Rhodes Mysteries),Cynthia Smith,1998,Prime Crime
067943125X,I Took a Lickin' and Kept on Tickin' (And Now I Believe in Miracles),LEWIS GRIZZARD,1993,Villard
0140309128,"Danny, the Champion of the World (Puffin Books)",Roald Dahl,1977,Puffin Books
0590438689,The Haunting of Grade Three (Lucky Star),Grace MacCarone,1987,Scholastic
0553139940,Deadwood City (Choose Your Own Adventure #8),Edward Packard,1980,Bantam Doubleday Dell
0515121827,The Deal,Sabin Willett,1997,Jove Books
0816733872,"Can I Have a Stegosaurus, Mom? Can I? Please!?",Lois G. Grambling,1998,Troll Communications
0394892798,"The Missing Tooth (Step into Reading, Step 3)",Joanna Cole,1988,Random House Books for Young Readers
0385721188,Any Way the Wind Blows: A Novel,E. Lynn Harris,2002,Anchor Books/Doubleday
0425156702,Bloody Waters: A Lupe Solano Mystery (Lupo Solano Mystery),Carolina Garcia-Aguilera,1997,Berkley Publishing Group
0380724960,The Shaman Sings (Shaman Mysteries (Paperback)),James D. Doss,1995,Avon
0385479646,Bound Feet & Western Dress,Pang-Mei Natasha Chang,1997,Anchor Books/Doubleday
0312953607,The Apothecary Rose : An Owen Archer Mystery (An Owen Archer Mystery),Candace Robb,1994,St. Martin's Paperbacks
0743245458,"The Big Year : A Tale of Man, Nature, and Fowl Obsession",Mark Obmascik,2004,Free Press
0380751380,Trial by Fury: A Mystery,J.A. Jance,1986,Avon
0312982895,Red Beans and Vice (A Heaven Lee Culinary Mystery),Lou Jane Temple,2002,St. Martin's Minotaur
0812574680,Clinical Trial,April Christofferson,2001,Forge
0439154294,Return of the Squirtle Squad (Pokemon Chapter Books #8),Tracey West,2000,Apple Publishing
0140188592,Gravity's Rainbow (Penguin Twentieth-Century Classics),Thomas Pynchon,1995,Penguin Books
0380729105,Easier to Kill (Tamara Hayle Mystery),Valerie Wilson-Wesley,1999,Avon
0684800233,SUSIE BRIGHTS SEXUAL STATE OF THE UNION : Easy Tips for Home and Garden,Susie Bright,1997,Simon & Schuster
0452272114,Closet Case: A Novel,Robert Rodi,1994,Plume Books
0380822253,The Bounty Hunters,Elmore Leonard,2002,HarperTorch
1582431795,Running After Antelope,Scott Carrier,2002,Counterpoint Press
0061067474,Thoroughbred #06 Wonder's Yearling (Thoroughbred),Joanna Campbell,1993,HarperEntertainment
0880882239,Notes to Myself: A Guided Journal (Guided Journals),Nick Beillenson,1999,Peter Pauper Press
0192817531,The Scarlet Letter (World's Classics),Nathaniel Hawthorne,1990,Oxford University Press
0380793717,Siberian Dream,Irina Pantaeva,1999,William Morrow
0099778017,Grace Notes,Bernard Maclaverty,0,Trafalgar Square
0340748583,The Talk of the Town,Ardal O'Hanlon,1999,Sceptre
0747261148,Fruit of the Lemon,Andrea T. Levy,2002,Abacus Press
033048205X,The Princess Diaries,Meg Cabot,2001,Macmillan Children's Books
0671022652,The Last Available Man,Cindy Blake,2002,Simon & Schuster (Trade Division)
0517468522,"Agatha Christie, Five Classic Murder Mysteries",Agatha Christie,1988,Avenel Books
0425181006,Ghostkiller,Scott Chandler,2001,Berkley Publishing Group
0380770962,Brother to Shadows,Andre Norton,1994,Eos
0330323768,Mindstar Rising,Peter F. Hamilton,1993,Trans-Atlantic Publications
0684852314,Spin Cycle: Inside the Clinton Propaganda Machine,Howard Kurtz,1998,Free Press
0805043888,The Debt to Pleasure: A Novel,John Lanchester,1996,Henry Holt & Co
0425099601,Lolita,Vladimir Vladimirovich Nabokov,1986,Berkley Pub Group (Mm)
0380790033,Death in Paradise (Henrie O Mysteries (Paperback)),Carolyn Hart,1999,Avon
0312988273,Double Exposure (First Daughter Mysteries),Susan Ford,2003,St. Martin's Minotaur
0440212316,Thus Was Adonis Murdered,Sarah Caudwell,1994,Dell Publishing Company
0449007340,Murder in Hell's Kitchen,Lee Harris,2003,Fawcett Books
0425167828,"Death at Rottingdean (Victorian Mystery Series , No 5)",Robin Paige,1999,Berkley Publishing Group
1570761450,"How to Knit - The Definitive Knitting Course Complete with Step-by-Step Techniques, Stitch Library and Projects for Your Home and Family",Debbie Bliss,1999,Trafalgar Square
1564142965,Breaking the Rules: Last-Ditch Tactics for Landing the Man of Your Dreams,Laura Banks,1997,Career Pr Inc
0201696487,"JavaScript for the World Wide Web: Visual QuickStart Guide, Second Edition",Tom Negrino,1997,Addison-Wesley Pub Co
1551663023,Easy Virtue,Janice Kaiser,1997,Mira
037348464X,Going to the Chapel (3 Novels in 1),Sharon Sala,2002,Silhouette
0312976887,Back in Baby's Arms,Tina Wainscott,2001,St. Martin's Paperbacks
0425177378,At Last,Barbara Bretton,2000,Berkley Publishing Group
1551664496,That Summer Place,Jill Barnett,1998,Mira
042514724X,Maybe This Time,Barbara Bretton,1995,Berkley Publishing Group
0312966571,"Scandalous Weddings : Somthing Old, Something New, Something Scandalous-Could It Be True? (Scandalous Weddings)",Brenda Joyce,1998,St. Martin's Paperbacks
0373226632,"The Bride And The Mercenary (The Avengers) (Harlequin Intrigue Series, No. 663)",Harper Allen,2002,Harlequin
0373076819,Man To Die For (Silhouette Intimate Moments),Suzanne Brockmann,1995,Silhouette
0671027948,Under The Boardwalk : A Dazzling Collection Of All New Summertime Love Stories (Sonnet Books),Linda Howard,1999,Pocket
0312961685,Dream a Little Dream,Antoinette Stockenberg,1997,St. Martin's Press
0553576437,When You Wish,Jane Feather,1997,Bantam Books
0373077599,Frisco'S Kid (Tall Dark & Dangerous) (Silhouette Intimate Moments),Suzanne Brockmann,1996,Silhouette
0385312059,Maggy's Child,Karen Robards,1994,Bantam Dell Pub Group
1567185657,Tarot: Your Everyday Guide,Janina Renee,2000,Llewellyn Publications
0679600116,Ulysses (Modern Library),James Joyce,1992,Modern Library
0670035300,This Lullaby: A Novel,Sarah Dessen,2002,Viking Juvenile
1576737721,It's My Life (Diary Series #2),Melody Carlson,2000,Multnomah
0375411798,Me Times Three,ALEX WITCHEL,2002,Knopf
0140311084,The Worst Witch (Puffin Books),Jill Murphy,1991,Penguin USA
0140308946,Pippi Longstocking (Puffin Books),Astrid Lindgren,1976,Puffin
0743207467,Mister Candid,Jules Hardy,2003,Simon & Schuster (Trade Division)
0440225744,Red Sky at Night,James W. Hall,1998,Dell Publishing Company
1587492695,The Fox Prince,Cornelia Amiri,2001,Awe-Struck
0440221064,Forbidden Love,Karen Robards,1997,Dell Publishing Company
0440208270,This Side of Heaven,Karen Robards,1999,Dell
0440208297,One Summer,Karen Robards,1993,Dell
0671036556,Wait Until Dark,Andrea Kane,2001,Pocket
0505523035,The Indigo Blade (Legendary Lovers),Linda Jones,1999,Love Spell
0446608149,More Than Memory,Dorothy Garlock,2001,Warner Books
0345381483,The California Voodoo Game,Larry Niven,1993,Del Rey Books
0060008296,Courting Trouble,Lisa Scottoline,2002,HarperAudio
0140158367,Turnaround Jack,Richard Abshire,1992,Penguin USA
0380783606,Elementals,Michael McDowell,1981,Avon
0679833722,Dogs Don't Tell Jokes,LOUIS SACHAR,1992,Yearling
1594670463,Triumphant the Gates of Hell Cannot Have Me,D. B. Hatfield,2003,Xulon Press
0440507545,Radical Honesty: How To Transform Your Life By Telling The Truth,Brad Blanton,1996,Dell Publishing Company
0312242298,Panic Snap,Laura Reese,2000,St. Martin's Press
0425104311,The Tenth Commandment,Lawrence Sanders,1994,Berkley Publishing Group
0140104011,Wordstruck: A Memoir,Robert MacNeil,1990,Penguin Books
067188090X,NEAR DEATH : NEAR DEATH,Nancy Kilpatrick,1994,Pocket
1887317015,How to Get Rid of a Telemarketer,Adventure Publications,1996,Bad Dog Pr
0449218422,Summer People,Marge Piercy,1990,Fawcett Books
0671883658,TO DANCE WITH THE WHITE DOG,Terry Kay,1993,Pocket
0586052771,Aquitaine Progression Uk,Robert Ludlum,0,Hunter Publishing+inc
0553269739,Franny and Zooey,J. D. Salinger,1981,Bantam
0374453101,Moominsummer Madness,Tove Jansson,1992,"Farrar, Straus and Giroux (BYR)"
1563894904,"Preacher : War in the Sun (Preacher Series, Vol 6)",Garth Ennis,1999,DC Comics
067168454X,BOYFRIEND SCHOOL (TIE-IN),Sarah Bird,1990,Pocket
0764222147,Firebird,Kathy Tyers,1999,Bethany House Publishers
0743436806,Once Upon a Pillow,Christina Dodd,2002,Pocket
0345407407,Traveling With the Dead,Barbara Hambly,1996,Del Rey Books
0553253123,Being There,Jerzy N. Kosinski,1985,Bantam Books
0671521489,All Good Things... (Star Trek: The Next Generation),Michael Jan Friedman,1995,Star Trek
0451206746,Never Forget,Thom Racina,2002,Signet Book
1401042627,Fought by Boys: New and Selected Poems from War,Donald W. Baker,2002,Xlibris Corporation
0553562606,A Dark and Hungry God Arises: The Gap into Power,Stephen R. Donaldson,1993,Bantam
0062503952,The Dancing Healers : A Doctor's Journey of Healing with Native Americans,Carl A. Hammerschlag,1989,HarperSanFrancisco
0099271087,Pandora (New Tales of the Vampires),Anne Rice,1999,Arrow
0312088485,Mondo Barbie,Lucinda Ebersole,1993,St. Martin's Press
0679452397,Brain Storm,Richard Dooling,1998,Random House Inc
0345461843,None of Your Business,VALERIE BLOCK,2003,Ballantine Books
0373250614,Lisa Maria's Guide For the Perplexed (Red Dress Ink),Susan Hubbard,2004,Red Dress Ink
0140307990,The dark is rising,Susan Cooper,1976,Puffin Books
1853262889,Selected Stories (Wordsworth Classics),Anton Pavlovich Chekhov,1997,NTC/Contemporary Publishing Company
0446690589,Cancer Schmancer,Fran Drescher,2003,Warner Books
0140319654,Unreal! (Puffin Story Books),Paul Jennings,1986,Puffin Books
0380728052,Jean and Johnny (Avon Camelot Books (Paperback)),Beverly Cleary,1996,HarperTrophy
0684845164,Mad Cowboy : Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard Lyman,1998,Scribner
1551666871,In Hot Pursuit,Suzann Ledbetter,2003,Mira Books
0140098798,The Progress of Love (King Penguin),Alice Munro,1987,Penguin Books
0345438663,The Conversation Piece 2: A New Generation of Questions,Bret Nicholaus,2000,Ballantine Books
0345455371,The New Sugar Busters,H. Leighton Steward,2002,Ballantine Books
1400041503,Caramelo (Today Show Book Club #9),Sandra Cisneros,2003,Alfred A. Knopf
0060933585,Kissing the Virgin's Mouth,Donna M. Gershten,2002,Perennial
0425085295,Illusions of Love,Cynthia Freeman,1986,Penguin Putnam~mass
0373482590,Aftershocks,Catherine Coulter,1993,Silhouette
0821733621,Love Songs,Katherine Stone,1991,Kensington Pub Corp
185326038X,Riddle of the Sands (Wordsworth Collection),Erskine Childers,1998,NTC/Contemporary Publishing Company
0812570928,Psi/Net,Billy Dee Williams,2000,Forge
0373245505,Moon Over Montana  (Montana Mavericks),Jackie Merritt,2003,Silhouette
037379097X,"Friendly Persuasion (Blaze, Book 93)",Dawn Atkins,2003,Harlequin
074341795X,My Secret Protector,Pam Binder,2003,Pocket
0140103112,My Family and Other Animals,Gerald Durrell,1987,Penguin Books Ltd
0679883398,"Ghost Town At Sundown (Magic Tree House 10, paper)",Mary Pope Osborne,1997,Random House Children's Books
1565041755,Elric: Tales of the White Wolf (Michael Moorcock's Elric),Michael Moorcoch,1994,White Wolf Pub
0590026356,Franklin and the Thunderstorm (Franklin),Paulette Bourgeois,1998,Scholastic
0307215423,Trixie Belden and the Mystery of the Missing Heiress,Kathryn Kenny,1977,Random House Childrens Books
0307128415,Dear Barbie: The Wonderful Wedding (Golden Look-Look Books),Jean Waricha,1996,Golden Books
0821749099,Murder at Fenway Park (Mickey Rawlings Baseball Mystery),Troy Soos,1995,Zebra Books
084310676X,Wee Sing Sing/Fing Book,Pamela Conn Beall,1987,Price Stern Sloan
0394558766,Pattern Crimes,William Bayer,1987,Random House Inc
0805057498,Murder in the Name of God: The Plot to Kill Yitzhak Rabin,Michael Karpin,1998,Metropolitan Books
0800611144,Good Grief: A Constructive Approach to the Problem of Loss,Granger E. Westberg,1979,Augsburg Fortress Publishers
0761129030,97 Ways to Make Your Dog Smile,Jenny Langbehn,2003,Workman Publishing
0061056006,Cat on the Edge : A Joe Grey Mystery,Shirley Rousseau Murphy,1996,Avon
0060917059,"Peace, Love and Healing : Bodymind Communication & the Path to Self-Healing: An Exploration",Bernie S. Siegel,1990,Perennial
0060192488,The Name of the World,Denis Johnson,2000,HarperCollins Publishers
0380978210,Dish: : The Inside Story on the World of Gossip,Jeannette Walls,2000,William Morrow
2290320366,"Les Chroniques de Krondor, tome 4 : TÃ?ÃÂ©nÃ?ÃÂ¨bres sur Sethanon",Raymond E. Feist,2002,J'ai lu
229031322X,"Les Chroniques de Krondor 2 : Milamber, le mage",Raymond E. Feist,2001,J'ai lu
2290310131,"Les Chroniques de Krondor, tome 1 : Pug, l'apprenti",Raymond Feist,2001,J'ai lu
0670843318,Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence,Joe Dominguez,1992,Penguin USA
0072121270,Hacking Exposed: Network Security Secrets & Solutions (Hacking Exposed),Stuart McClure,1999,McGraw-Hill Osborne Media
0517703394,The Brimstone Wedding,Barbara Vine,1996,Random House Inc
0060196955,"Patience & Fortitude: A Roving Chronicle of Book People, Book Places, and Book Culture",Nicholas A. Basbanes,2001,HarperCollins Publishers
1569248575,Love Letters: An Anthology of Passion,Michelle Lovric,1995,Pub Group West
0449902226,Bus 9 to Paradise,Leo F. Buscaglia,1987,Ballantine Books
